method,offset,target,flowdroid-trans,flowdroid-direct,flowdroid-trans#depth_from_main,flowdroid-trans#src_node_in_deg,flowdroid-trans#dest_node_out_deg,flowdroid-trans#dest_node_in_deg,flowdroid-trans#src_node_out_deg,flowdroid-trans#repeated_edges,flowdroid-trans#node_disjoint_paths_from_main,flowdroid-trans#edge_disjoint_paths_from_main,flowdroid-trans#fanout,flowdroid-trans#min_fanout,flowdroid-trans#graph_node_count,flowdroid-trans#graph_edge_count,flowdroid-trans#graph_avg_deg,flowdroid-trans#graph_avg_edge_fanout,flowdroid-direct#depth_from_main,flowdroid-direct#src_node_in_deg,flowdroid-direct#dest_node_out_deg,flowdroid-direct#dest_node_in_deg,flowdroid-direct#src_node_out_deg,flowdroid-direct#repeated_edges,flowdroid-direct#node_disjoint_paths_from_main,flowdroid-direct#edge_disjoint_paths_from_main,flowdroid-direct#fanout,flowdroid-direct#min_fanout,flowdroid-direct#graph_node_count,flowdroid-direct#graph_edge_count,flowdroid-direct#graph_avg_deg,flowdroid-direct#graph_avg_edge_fanout,wiretap
<com.facebook.react.PackageList: java.util.ArrayList getPackages()>,xxx,<com.oblador.vectoricons.VectorIconsPackage: void <init>()>,1.0,1.0,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.soloader.SoLoader: boolean loadLibrary(java.lang.String)>,xxx,<com.facebook.soloader.SoLoader: void <clinit>()>,1.0,1.0,6.0,11.0,7.0,31.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,11.0,7.0,31.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.firebase.messaging.GmsRpc: android.os.Bundle setDefaultAttributesToBundle(java.lang.String,java.lang.String,java.lang.String,android.os.Bundle)>",xxx,<com.google.firebase.FirebaseApp: com.google.firebase.FirebaseOptions getOptions()>,1.0,1.0,10.0,1.0,1.0,9.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,1.0,9.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.soloader.UnpackingSoSource: void regenerate(byte,com.facebook.soloader.UnpackingSoSource$DsoManifest,com.facebook.soloader.UnpackingSoSource$InputDsoIterator)>",xxx,<com.facebook.soloader.ExtractFromZipSoSource$ZipUnpacker$ZipBackedInputDsoIterator: boolean hasNext()>,1.0,1.0,8.0,1.0,2.0,1.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,2.0,1.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.fragment.app.FragmentManager: boolean execPendingActions(boolean)>,xxx,<androidx.fragment.app.FragmentManager: void ensureExecReady(boolean)>,1.0,1.0,5.0,9.0,7.0,3.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,9.0,7.0,3.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.appcompat.widget.TintContextWrapper: boolean shouldWrap(android.content.Context)>,xxx,<androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>,1.0,1.0,14.0,1.0,1.0,128.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,14.0,1.0,1.0,128.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.soloader.SoLoader: void initSoLoader(com.facebook.soloader.SoFileLoader)>,xxx,"<com.facebook.soloader.SoLoader$1: void <init>(boolean,java.lang.String,java.lang.String,java.lang.Runtime,java.lang.reflect.Method)>",1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<androidx.appcompat.widget.ResourceManagerInternal: android.graphics.drawable.Drawable loadDrawableFromDelegates(android.content.Context,int)>",xxx,<androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>,1.0,1.0,9.0,2.0,1.0,128.0,50.0,1.0,1.0,-1.0,50.0,50.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,2.0,1.0,128.0,50.0,1.0,1.0,-1.0,50.0,50.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.microsoft.codepush.react.SettingsManager: org.json.JSONObject getPendingUpdate()>,xxx,<com.microsoft.codepush.react.CodePushUtils: void log(java.lang.String)>,1.0,1.0,7.0,2.0,4.0,13.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,4.0,13.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.heartbeatinfo.HeartBeatInfoStorage: boolean shouldSendGlobalHeartBeat(long)>,xxx,"<com.google.firebase.heartbeatinfo.HeartBeatInfoStorage: boolean shouldSendSdkHeartBeat(java.lang.String,long)>",1.0,1.0,11.0,1.0,2.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,2.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.soloader.ExtractFromZipSoSource$ZipUnpacker: com.facebook.soloader.ExtractFromZipSoSource$ZipDso[] ensureDsos()>,xxx,<com.facebook.soloader.SysUtil: java.lang.String[] getSupportedAbis()>,1.0,1.0,9.0,3.0,5.0,3.0,82.0,1.0,1.0,-1.0,82.0,82.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,3.0,5.0,3.0,82.0,1.0,1.0,-1.0,82.0,82.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.DefaultScheduler_Factory: com.google.android.datatransport.runtime.scheduling.DefaultScheduler get()>,xxx,<com.google.android.datatransport.runtime.backends.CreationContextFactory_Factory: com.google.android.datatransport.runtime.backends.CreationContextFactory get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.firebase.messaging.SyncTask: void <init>(com.google.firebase.messaging.FirebaseMessaging,long)>",xxx,<com.google.android.gms.common.util.concurrent.NamedThreadFactory: void <init>(java.lang.String)>,1.0,1.0,7.0,1.0,1.0,10.0,13.0,1.0,1.0,-1.0,13.0,13.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,1.0,10.0,13.0,1.0,1.0,-1.0,13.0,13.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.SchedulingConfigModule: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig config(com.google.android.datatransport.runtime.time.Clock)>,xxx,<com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig getDefault(com.google.android.datatransport.runtime.time.Clock)>,1.0,1.0,6.0,1.0,12.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,12.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.ReactInstanceManagerBuilder: com.facebook.react.ReactInstanceManager build()>,xxx,"<com.facebook.react.ReactInstanceManagerBuilder: com.facebook.react.bridge.JavaScriptExecutorFactory getDefaultJSExecutorFactory(java.lang.String,java.lang.String,android.content.Context)>",1.0,1.0,4.0,1.0,9.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,1.0,9.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.TransportRuntime: com.google.android.datatransport.TransportFactory newFactory(com.google.android.datatransport.runtime.Destination)>,xxx,<com.google.android.datatransport.runtime.AutoValue_TransportContext$Builder: com.google.android.datatransport.runtime.TransportContext$Builder setExtras(byte[])>,1.0,1.0,12.0,1.0,0.0,4.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,12.0,1.0,0.0,4.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.FirebaseInstallations: com.google.firebase.installations.local.PersistedInstallationEntry getPrefsWithGeneratedIdMultiProcessSafe()>,xxx,<com.google.firebase.FirebaseApp: android.content.Context getApplicationContext()>,1.0,1.0,8.0,1.0,1.0,14.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,1.0,14.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: java.lang.Object runCriticalSection(com.google.android.datatransport.runtime.synchronization.SynchronizationGuard$CriticalSection)>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: android.database.sqlite.SQLiteDatabase getDb()>,1.0,1.0,7.0,4.0,4.0,8.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,4.0,4.0,8.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<okhttp3.Response$Builder: void <init>(okhttp3.Response)>,xxx,<okhttp3.Headers: okhttp3.Headers$Builder newBuilder()>,1.0,1.0,8.0,1.0,3.0,6.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,3.0,6.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.lifecycle.LifecycleDispatcher: void init(android.content.Context)>,xxx,<androidx.lifecycle.LifecycleDispatcher: void <clinit>()>,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,2.0,1.0,1.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.FirebaseInstallations: void preConditionChecks()>,xxx,<com.google.firebase.installations.FirebaseInstallations: java.lang.String getApplicationId()>,1.0,1.0,9.0,2.0,2.0,2.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,2.0,2.0,2.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<androidx.fragment.app.FragmentManager: void attachController(androidx.fragment.app.FragmentHostCallback,androidx.fragment.app.FragmentContainer,androidx.fragment.app.Fragment)>",xxx,<androidx.fragment.app.FragmentManagerViewModel: void <clinit>()>,1.0,1.0,7.0,2.0,1.0,4.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,1.0,4.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.local.PersistedInstallationEntry: boolean isNotGenerated()>,xxx,<com.google.firebase.installations.local.AutoValue_PersistedInstallationEntry: com.google.firebase.installations.local.PersistedInstallation$RegistrationStatus getRegistrationStatus()>,1.0,1.0,8.0,2.0,0.0,8.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,2.0,0.0,8.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.ReactActivityDelegate: void loadApp(java.lang.String)>,xxx,<com.facebook.react.ReactDelegate: com.facebook.react.ReactRootView getReactRootView()>,1.0,1.0,5.0,1.0,0.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,0.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.savedstate.SavedStateRegistryController: void performRestore(android.os.Bundle)>,xxx,"<androidx.savedstate.SavedStateRegistry: void performRestore(androidx.lifecycle.Lifecycle,android.os.Bundle)>",1.0,1.0,7.0,2.0,4.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,4.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.messaging.FirebaseMessaging$AutoInit: boolean isEnabled()>,xxx,<com.google.firebase.messaging.FirebaseMessaging: com.google.firebase.FirebaseApp access$000(com.google.firebase.messaging.FirebaseMessaging)>,1.0,1.0,8.0,2.0,0.0,3.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,2.0,0.0,3.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.lifecycle.ViewModelProvider: androidx.lifecycle.ViewModel get(java.lang.String,java.lang.Class)>",xxx,"<androidx.lifecycle.ViewModelStore: void put(java.lang.String,androidx.lifecycle.ViewModel)>",1.0,1.0,10.0,1.0,5.0,1.0,15.0,1.0,1.0,-1.0,15.0,15.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,5.0,1.0,15.0,1.0,1.0,-1.0,15.0,15.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.SafeLoggingExecutor$SafeLoggingRunnable: void run()>,xxx,<com.google.android.gms.common.util.concurrent.zza: void run()>,1.0,1.0,5.0,187.0,686.0,186.0,686.0,1.0,1.0,-1.0,686.0,686.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,187.0,686.0,186.0,686.0,1.0,1.0,-1.0,686.0,686.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_DbNameFactory$InstanceHolder: com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_DbNameFactory access$000()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_DbNameFactory$InstanceHolder: void <clinit>()>,1.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,16.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.appcompat.app.AppCompatDelegateImpl: boolean updateForNightMode(int,boolean)>",xxx,<androidx.appcompat.app.AppCompatActivity: android.content.res.Resources getResources()>,1.0,1.0,7.0,1.0,4.0,127.0,16.0,1.0,1.0,-1.0,16.0,16.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,4.0,127.0,16.0,1.0,1.0,-1.0,16.0,16.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.components.'-$$Lambda$Component$Esgy7uzOaQwa9tXOn9zh_b3kuIw': java.lang.Object create(com.google.firebase.components.ComponentContainer)>,xxx,"<com.google.firebase.components.Component: java.lang.Object lambda$intoSet$2(java.lang.Object,com.google.firebase.components.ComponentContainer)>",1.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.ReactNativeHost: com.facebook.react.ReactInstanceManager createReactInstanceManager()>,xxx,<com.facebook.react.ReactNativeHost: com.facebook.react.bridge.JavaScriptExecutorFactory getJavaScriptExecutorFactory()>,1.0,1.0,3.0,1.0,0.0,1.0,332.0,1.0,1.0,-1.0,332.0,332.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,3.0,1.0,0.0,1.0,332.0,1.0,1.0,-1.0,332.0,332.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.lifecycle.LifecycleRegistry: void sync()>,xxx,<androidx.lifecycle.LifecycleRegistry: boolean isSynced()>,1.0,1.0,6.0,2.0,29.0,1.0,34.0,1.0,1.0,-1.0,34.0,34.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,2.0,29.0,1.0,34.0,1.0,1.0,-1.0,34.0,34.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.firebase.components.ComponentRuntime: void doInitializeEagerComponents(java.util.Map,boolean)>",xxx,<androidx.arch.core.internal.SafeIterableMap$Entry: java.lang.Object getKey()>,1.0,1.0,13.0,1.0,0.0,255.0,493.0,1.0,1.0,-1.0,493.0,493.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,13.0,1.0,0.0,255.0,493.0,1.0,1.0,-1.0,493.0,493.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.uimanager.DisplayMetricsHolder: void initDisplayMetrics(android.content.Context)>,xxx,<com.facebook.react.uimanager.DisplayMetricsHolder: void setWindowDisplayMetrics(android.util.DisplayMetrics)>,1.0,1.0,4.0,1.0,0.0,1.0,19.0,1.0,1.0,-1.0,19.0,19.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,1.0,0.0,1.0,19.0,1.0,1.0,-1.0,19.0,19.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.modules.core.ReactChoreographer: void <init>()>,xxx,<com.facebook.react.modules.core.ReactChoreographer: void initializeChoreographer(java.lang.Runnable)>,1.0,1.0,7.0,1.0,2.0,2.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,2.0,2.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.fragment.app.FragmentManager: void <init>()>,xxx,<androidx.fragment.app.FragmentManager$2: void <init>(androidx.fragment.app.FragmentManager)>,1.0,1.0,10.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.ReactInstanceManager: void recreateReactContextInBackgroundFromBundleLoader()>,xxx,"<com.facebook.debug.holder.NoopPrinter: void logMessage(com.facebook.debug.debugoverlay.model.DebugOverlayTag,java.lang.String)>",1.0,1.0,6.0,2.0,0.0,6.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,2.0,0.0,6.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.activity.ComponentActivity: androidx.lifecycle.ViewModelStore getViewModelStore()>,xxx,<androidx.lifecycle.ViewModelStore: void <init>()>,1.0,1.0,8.0,5.0,2.0,2.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,5.0,2.0,2.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.android.gms.common.util.concurrent.NamedThreadFactory: void <init>(java.lang.String,int)>",xxx,"<com.google.android.gms.common.internal.Preconditions: java.lang.Object checkNotNull(java.lang.Object,java.lang.Object)>",1.0,1.0,7.0,1.0,3.0,51.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,3.0,51.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.messaging.FirebaseMessaging: boolean isAutoInitEnabled()>,xxx,<com.google.firebase.messaging.FirebaseMessaging$AutoInit: boolean isEnabled()>,1.0,1.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,3.0,5.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.appcompat.app.AppCompatDelegateImpl: boolean applyDayNight(boolean)>,xxx,"<androidx.appcompat.app.AppCompatDelegateImpl: int mapNightMode(android.content.Context,int)>",1.0,1.0,6.0,3.0,9.0,1.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,3.0,9.0,1.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.fragment.app.FragmentStore: java.util.List getActiveFragments()>,xxx,<androidx.collection.MapCollections$KeySet: java.util.Iterator iterator()>,1.0,1.0,8.0,4.0,1.0,631.0,451.0,1.0,1.0,-1.0,451.0,451.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,4.0,1.0,631.0,451.0,1.0,1.0,-1.0,451.0,451.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.firebase.messaging.FirebaseMessaging: void <init>(com.google.firebase.FirebaseApp,com.google.firebase.iid.internal.FirebaseInstanceIdInternal,com.google.firebase.installations.FirebaseInstallationsApi,com.google.android.datatransport.TransportFactory,com.google.firebase.events.Subscriber,com.google.firebase.messaging.Metadata,com.google.firebase.messaging.GmsRpc,java.util.concurrent.Executor,java.util.concurrent.Executor)>",xxx,<com.google.firebase.messaging.FirebaseMessaging$$Lambda$1: void <init>(com.google.firebase.messaging.FirebaseMessaging)>,1.0,1.0,14.0,1.0,1.0,1.0,79.0,1.0,1.0,-1.0,79.0,79.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,14.0,1.0,1.0,1.0,79.0,1.0,1.0,-1.0,79.0,79.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.soloader.ApkSoSource$ApkUnpacker: void <init>(com.facebook.soloader.ApkSoSource,com.facebook.soloader.ExtractFromZipSoSource)>",xxx,<com.facebook.soloader.ApkSoSource: int access$000(com.facebook.soloader.ApkSoSource)>,1.0,1.0,9.0,1.0,0.0,1.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,0.0,1.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.installations.FirebaseInstallations: com.google.firebase.installations.local.PersistedInstallationEntry getPrefsWithGeneratedIdMultiProcessSafe()>,xxx,<com.google.firebase.installations.local.PersistedInstallation: com.google.firebase.installations.local.PersistedInstallationEntry readPersistedInstallationEntryValue()>,1.0,1.0,8.0,1.0,17.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,17.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.appcompat.app.AppCompatDelegateImpl: void attachToWindow(android.view.Window)>,xxx,<androidx.appcompat.widget.TintTypedArray: void recycle()>,1.0,1.0,7.0,2.0,1.0,18.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,1.0,18.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.savedstate.SavedStateRegistryController: void performRestore(android.os.Bundle)>,xxx,<androidx.savedstate.Recreator: void <init>(androidx.savedstate.SavedStateRegistryOwner)>,1.0,1.0,7.0,2.0,1.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,1.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.firebase.messaging.TopicsSubscriber: com.google.android.gms.tasks.Task createInstance(com.google.firebase.messaging.FirebaseMessaging,com.google.firebase.installations.FirebaseInstallationsApi,com.google.firebase.messaging.Metadata,com.google.firebase.messaging.GmsRpc,android.content.Context,java.util.concurrent.ScheduledExecutorService)>",xxx,"<com.google.firebase.messaging.TopicsSubscriber$$Lambda$0: void <init>(android.content.Context,java.util.concurrent.ScheduledExecutorService,com.google.firebase.messaging.FirebaseMessaging,com.google.firebase.installations.FirebaseInstallationsApi,com.google.firebase.messaging.Metadata,com.google.firebase.messaging.GmsRpc)>",1.0,1.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,15.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.soloader.SoLoader: void doLoadLibraryBySoName(java.lang.String,int,android.os.StrictMode$ThreadPolicy)>",xxx,<com.facebook.soloader.Api18TraceUtils: void endSection()>,1.0,1.0,10.0,1.0,1.0,3.0,48.0,1.0,1.0,-1.0,48.0,48.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,1.0,3.0,48.0,1.0,1.0,-1.0,48.0,48.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.dagger.internal.DoubleCheck: java.lang.Object get()>,xxx,<com.google.android.datatransport.runtime.scheduling.SchedulingModule_WorkSchedulerFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkScheduler get()>,1.0,1.0,4.0,22.0,27.0,22.0,28.0,1.0,1.0,-1.0,28.0,28.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,28.0,1.0,1.0,-1.0,28.0,28.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
